t, z, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, CCS_rest, V, V_rest, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 0.0, 15.384787559509277, 3.715123414993286, -0.0, 1.0983101256861193E-6, 6.28E15, 0.4879874193286641, 0.10182262037083012, -0.016373521080003145, 0.6958045891014579, -0.9243448259121202, 2.3771515305300577, 359.12415528324806, 359.12415528324806, 1673518.563619936, 1673518.563619936, 1.9096862323803907E-5, 156.81892342117976, 1.0067961672003595E-5, 1.6758473732124272E-4, -2.0038382278394912E-4, 42.49312479348762, 2.6106227023823316, -0.00936913048536338, -50.0, 150.0, 10500
1.0, -0.00953689152106428, 16.63405208614015, 3.7188249133017384, -0.0027650290296025015, 1.0983101256861193E-6, 0.0, 0.4879874193286641, 0.10182262037083012, -0.016373521080003145, 0.6958045891014579, -0.9243448259121202, 2.3771515305300577, 388.67235942262147, 388.67235942262147, 1811213.1949094161, 1811213.1949094161, 1.874290152605058E-5, 156.80757133234775, 1.0067967160341394E-5, 1.675846763439645E-4, -2.0013382820691726E-4, 42.49117683371376, 2.6083075022804656, -0.009369306783743038, -49.9999, 150.0005, 10500
1.0550334943246098, -0.010062118093171495, 16.70009067759542, 3.7190285127358824, -0.0029171575577678853, 1.1206317840772179E-6, 0.0, 0.4927828599309504, 0.10252094800244099, -0.016018169458331052, 0.6911065417359799, -0.41718247001028846, 1.9381527804553214, 390.23678511124285, 390.23678511124285, 1818503.4186183917, 1818503.4186183917, 1.8725654768627963E-5, 156.80695466156476, 1.0694381601315752E-5, 1.744657581377595E-4, -2.0012006982758938E-4, 42.49106963539066, 2.6081801005618894, -0.009369296246310206, -49.9999, 150.0006, 10500
1.1130956741467966, -0.010616271183390457, 16.76948168257911, 3.7192433048759166, -0.0030776536240280984, 1.121789012184078E-6, 0.0, 0.4930287858115974, 0.1025572292668825, -0.015999470765686155, 0.692838167372674, -0.7503759036647467, 2.275152734269999, 391.880900376596, 391.880900376596, 1826164.9957549374, 1826164.9957549374, 1.8707677193993084E-5, 156.80630405525113, 1.0727547770486267E-5, 1.748262707108773E-4, -2.0010555425446736E-4, 42.49095653784144, 2.6080456881989313, -0.009369305415630148, -49.9999, 150.0006, 10500
1.1743532186127021, -0.01120094503162547, 16.84238159401472, 3.7194699043314197, -0.0032469771956535427, 1.1230026063476581E-6, 0.0, 0.49328640905880844, 0.10259528479845201, -0.015979832506471003, 0.6837287630374275, 0.26641723564887787, 1.2623772137530929, 393.60845572910915, 393.60845572910915, 1834215.4036976486, 1834215.4036976486, 1.8688947891961552E-5, 156.80559432328155, 1.0762400992625873E-5, 1.752047326217434E-4, -2.0009023981332056E-4, 42.49083721644188, 2.60790387945222, -0.009369315092814606, -49.9999, 150.0006, 10500
1.2389819798043116, -0.011817821856815666, 16.918952931320064, 3.7197089593822126, -0.003425613492918561, 1.1242749482877442E-6, 0.0, 0.4935561948061022, 0.10263519013792022, -0.01595921201373865, 0.6857263430067788, 0.11488489577662599, 1.4181493670738985, 395.42334963751506, 395.42334963751506, 1842672.8093108202, 1842672.8093108202, 1.866944764858209E-5, 156.80487014118765, 1.0799024472474189E-5, 1.756019652025687E-4, -2.0007408253777762E-4, 42.49071132870597, 2.607754267362919, -0.009369325305819968, -49.9999, 150.0007, 10500
1.307167487558166, -0.012468676726011395, 16.99936436159475, 3.7199611538140154, -0.003614074372189023, 1.1256085136911805E-6, 0.0, 0.493838623890224, 0.10267702383208566, -0.01593756467047326, 0.6896701147023989, -0.3080599854670023, 1.8455679027399543, 397.3296319478787, 397.3296319478787, 1851556.0848771147, 1851556.0848771147, 1.8649155980307362E-5, 156.80408278506897, 1.083749730653771E-5, 1.760187846839403E-4, -2.000570360389198E-4, 42.49057851330333, 2.607596422585929, -0.009369336085283583, -49.9999, 150.0007, 10500
1.379105482066013, -0.013155382687684819, 17.08379081425648, 3.720227208853182, -0.0038128997837496006, 1.1270058095464836E-6, 0.0, 0.4941341792272364, 0.10272086546799304, -0.015914844891717767, 0.6820013406447798, 0.3283076154624286, 1.2139197857412163, 399.331507199763, 399.331507199763, 1860884.8235508956, 1860884.8235508956, 1.8628054794304566E-5, 156.80327670727348, 1.0877908776299021E-5, 1.764560645603599E-4, -2.0003905137817857E-4, 42.49043838902275, 2.607429892159155, -0.009369347462093704, -49.9999, 150.0008, 10500
1.4550024757863311, -0.01387991619743268, 17.172413588451477, 3.720507885205744, -0.004022659309400596, 1.1284694439939227E-6, 0.0, 0.494443360244748, 0.10276679786310004, -0.015891004954879037, 0.6915465788164245, -0.6345583034715598, 2.181763581253451, 401.43333782803364, 401.43333782803364, 1870679.3542786369, 1870679.3542786369, 1.860612535603042E-5, 156.80242627165484, 1.0920346446228956E-5, 1.7691468664949984E-4, -2.000200769199359E-4, 42.49029055367838, 2.607254198205011, -0.009369359470371543, -49.9999, 150.0008, 10500
1.5350763462798114, -0.014644362838447526, 17.26542045259018, 3.720803985206261, -0.00424395378339984, 1.1300020612890652E-6, 0.0, 0.494766668741721, 0.10281490502285466, -0.015865996019200496, 0.6821889292413397, 0.2970949796959898, 1.2553594800366348, 403.6396472397529, 403.6396472397529, 1880960.7561372484, 1880960.7561372484, 1.8583349909748032E-5, 156.80150571528333, 1.0964900384645794E-5, 1.7739555182096634E-4, -2.0000005818821955E-4, 42.49013458295593, 2.6070688365604635, -0.009369372145052504, -49.9999, 150.0009, 10500
1.6195569616706442, -0.015450923362674143, 17.3630057353965, 3.721116355082251, -0.004477417001532107, 1.131606369827646E-6, 0.0, 0.49510461443051645, 0.10286527301673115, -0.01583976763203901, 0.6840968162191519, 0.14815283693587297, 1.4098354558370252, 405.95512275684916, 405.95512275684916, 1891750.8720469172, 1891750.8720469172, 1.8559712934794957E-5, 156.80055910755775, 1.1011670217228777E-5, 1.778996203270132E-4, -1.9997893770821751E-4, 42.48997002919559, 2.606873275332184, -0.009369385523078061, -49.9999, 150.0009, 10500
1.708686840529128, -0.016301920071280285, 17.465370407907265, 3.7214458873402654, -0.004723717523025799, 1.133285162783667E-6, 0.0, 0.49545771885687256, 0.10291799062219933, -0.01581226734935462, 0.6924317195314376, -0.905296938773864, 2.469117550934979, 408.3846184167867, 408.3846184167867, 1903072.3218222258, 1903072.3218222258, 1.853519829648162E-5, 156.79953708760726, 1.1060751636271226E-5, 1.7842784695522177E-4, -1.9995665484155652E-4, 42.48979642010797, 2.6066669533722884, -0.009369399644594737, -49.9999, 150.001, 10500
1.8027218480699232, -0.017199803541853163, 17.572722155919624, 3.721793523279963, -0.004983560570301959, 1.1350412549278527E-6, 0.0, 0.4958265016687658, 0.10297314733525392, -0.01578344172730542, 0.6899499289505594, -0.4943189588635569, 2.0642844609227233, 410.9331576253106, 410.9331576253106, 1914948.5145339475, 1914948.5145339475, 1.850979247025325E-5, 156.7984601114407, 1.1112248938058133E-5, 1.7898123392819172E-4, -1.9993314561194583E-4, 42.48961325741912, 2.6064492786699547, -0.009369414550556274, -49.9999, 150.001, 10500
1.9019319306645295, -0.018147159738076533, 17.68527544245746, 3.722160255642869, -0.005257690031050187, 1.1368775423368266E-6, 0.0, 0.4962114927358936, 0.10303083523799754, -0.01575323530128138, 0.6903780539515592, -0.5936574768826063, 2.17009494999709, 413.60593565752816, 413.60593565752816, 1927403.6601640813, 1927403.6601640813, 1.8483483174443824E-5, 156.79734847677375, 1.1166270840818043E-5, 1.7956081963277563E-4, -1.9990834252187184E-4, 42.48942001544165, 2.6062196266554913, -0.009369430285378932, -49.9999, 150.0011, 10500
2.00660189077655, -0.019146717511466734, 17.80325155991404, 3.7225471314028087, -0.005546890569983955, 1.1387969685363013E-6, 0.0, 0.49661322455907314, 0.10309114792660047, -0.015721591094823614, 0.6903546957425744, -0.6233153352182248, 2.20656664303156, 416.4083220060936, 416.4083220060936, 1940462.7805483963, 1940462.7805483963, 1.8456258438109347E-5, 156.79615235019534, 1.1222923410909828E-5, 1.8016763739864017E-4, -1.998821743579314E-4, 42.48921613956686, 2.6059773384107263, -0.009369446896001696, -49.9999, 150.0011, 10500
2.1170322045443526, -0.020201356516248818, 17.926878671627026, 3.7229552547053637, -0.0058519898533383, 1.1408024987037648E-6, 0.0, 0.49703222641345285, 0.10315417968938156, -0.01568845100072916, 0.6808229488785549, 0.26869177716861825, 1.3217301433915258, 419.3458625781165, 419.3458625781165, 1954151.7196140229, 1954151.7196140229, 1.8428109625780147E-5, 156.79491500893025, 1.128232394386234E-5, 1.808027809962144E-4, -1.9985456598749837E-4, 42.48900104467404, 2.6057217187812465, -0.009369464430954598, -49.9999, 150.0012, 10500
2.2335398843581604, -0.021314115574905167, 18.056391842752614, 3.723385789964046, -0.006173860894536262, 1.1428971748955618E-6, 0.0, 0.49746903541486265, 0.10322002722915258, -0.015653754823091226, 0.6777935657647887, 0.4055435221658454, 1.192420974186587, 422.42428174558194, 422.42428174558194, 1968497.1529344118, 1968497.1529344118, 1.8399028205349207E-5, 156.79358625964247, 1.1344586153703993E-5, 1.814673394475329E-4, -1.9982543814170496E-4, 42.488774113452585, 2.6054520343854026, -0.009369482943041442, -49.9999, 150.0013, 10500
2.356459388907775, -0.022488201497561134, 18.192033060428404, 3.7238399651212446, -0.006513424526142737, 1.145084042384948E-6, 0.0, 0.4979241806379726, 0.10328878733257163, -0.015617441447407343, 0.684819995914894, -0.06727924854250422, 1.6731734059223633, 425.6494842575571, 425.6494842575571, 1983526.5966402162, 1983526.5966402162, 1.8369008883010104E-5, 156.79218567758974, 1.1409832746739875E-5, 1.8216244774737776E-4, -1.9979470718816178E-4, 42.488534694631745, 2.605167511513704, -0.009369502486625055, -49.9999, 150.0014, 10500
2.4861435833134045, -0.0237269984036342, 18.33405124334709, 3.7243190750823967, -0.006871652004981277, 1.147366206876827E-6, 0.0, 0.49839819455471346, 0.10336055865052801, -0.01557944784605475, 0.6856562383240233, -0.16651237882027495, 1.7807384639595498, 429.0275570262389, 429.0275570262389, 1999268.4157422734, 1999268.4157422734, 1.8338047897389752E-5, 156.79070931060795, 1.1478188966276279E-5, 1.828892640364651E-4, -1.9976228489092157E-4, 42.48828210111296, 2.6048673339129924, -0.009369523120331567, -49.9999, 150.0014, 10500
2.622964752095848, -0.02503407755642451, 18.482702241005384, 3.7248244853322197, -0.007249567757636024, 1.149746791699099E-6, 0.0, 0.49889160360289964, 0.10343544033161348, -0.015539709739742336, 0.6883351968665198, -0.5084716827196907, 2.131446950748596, 432.5647708029411, 432.5647708029411, 2015751.8319417054, 2015751.8319417054, 1.8306143626601698E-5, 156.7891529891534, 1.1549783590259925E-5, 1.8364896737062654E-4, -1.9972807815645744E-4, 42.48801560799972, 2.604550640449377, -0.009369544905800971, -49.9999, 150.0015, 10500
2.7673156678939663, -0.02641320774749605, 18.638248823041852, 3.725357635742252, -0.007648252273171875, 1.1522289425521337E-6, 0.0, 0.499404928677517, 0.10351353214759049, -0.015498161472136424, 0.6778427308921486, 0.33076414050560854, 1.3013922630085506, 436.2675817643946, 436.2675817643946, 2033006.931022079, 2033006.931022079, 1.8273297003358027E-5, 156.78753563442783, 1.1624751421689815E-5, 1.8444277083789676E-4, -1.9969198876748265E-4, 42.48773445051939, 2.6042165226428517, -0.009369567908251369, -49.9999, 150.0016, 10500
2.9196107189974128, -0.02786836626203968, 18.800960659232352, 3.7259200445793765, -0.008068845151685308, 1.154815828369296E-6, 0.0, 0.4999386847970817, 0.10359493449374957, -0.015454735947911732, 0.6752589858814538, 0.4282713094684009, 1.2135124599571525, 440.1426330342003, 440.1426330342003, 2051064.6699393734, 2051064.6699393734, 1.8239510181737446E-5, 156.78580596520027, 1.1703224909114561E-5, 1.8527188003063252E-4, -1.9965391309873878E-4, 42.48743782183036, 2.6038640220665936, -0.009369592197058291, -49.9999, 150.0017, 10500
3.080287098931427, -0.029403750447546693, 18.97111429086964, 3.7265133127254466, -0.008512548315421656, 1.1575106053521598E-6, 0.0, 0.5004933731863552, 0.10367974722711931, -0.015409365190899735, 0.6882941917559645, -0.634066054801254, 2.2859369934066156, 444.19675616887565, 444.19675616887565, 2069956.8837469604, 2069956.8837469604, 1.8204789040399405E-5, 156.78398240574117, 1.1785346154056982E-5, 1.86137546525136E-4, -1.9961374182166994E-4, 42.4871248707093, 2.6034921276039955, -0.009369617844544272, -49.9999, 150.0018, 10500
3.2498060615086386, -0.03102378994051957, 19.148993094412525, 3.7271391281185675, -0.008980629391947388, 1.160316461811075E-6, 0.0, 0.5010694900322124, 0.10376807104414572, -0.015361979546290469, 0.6672596724363874, 0.6672768477302835, 0.9951539264219782, 448.43697264262937, 448.43697264262937, 2089716.292514653, 2089716.292514653, 1.8169141457538095E-5, 156.78205979073184, 1.1871259903779232E-5, 1.8704104056457233E-4, -1.9957135958722374E-4, 42.48679469911071, 2.603099772554907, -0.00936964492839056, -49.9999, 150.0019, 10500
3.428654244950757, -0.032733159566908254, 19.33488723844625, 3.7277992704270773, -0.009474425278071075, 1.1632365742392358E-6, 0.0, 0.5016675169404479, 0.10386000606160636, -0.015312508375075348, 0.6737015733704278, 0.43386069414689943, 1.2396143781363154, 452.87049536971745, 452.87049536971745, 2110376.508422883, 2110376.508422883, 1.813257785929525E-5, 156.78003267079166, 1.1961114577873283E-5, 1.879836486059993E-4, -1.9952664469827743E-4, 42.4864463595933, 2.602685831584094, -0.009369673530458821, -49.9999, 150.002, 10500
3.6173450688813036, -0.034536792964888784, 19.529093635147227, 3.7284956159677316, -0.009995345893572488, 1.166274111356595E-6, 0.0, 0.5022879213138369, 0.10395565190339286, -0.015260879946120215, 0.6829150445689797, -0.14470609620389338, 1.8297204566701037, 457.504730307914, 457.504730307914, 2131972.043234879, 2131972.043234879, 1.8095110984351973E-5, 156.77787197822184, 1.205506037425884E-5, 1.8896666461660556E-4, -1.9947946875529382E-4, 42.48607885260418, 2.6022491175016462, -0.009369703737434149, -49.9999, 150.0021, 10500
3.8164202081997383, -0.03643989696571491, 19.731915887588514, 3.7292301428800982, -0.010544878133723517, 1.169432221848999E-6, 0.0, 0.5029311534032714, 0.10405510727051175, -0.015207021606227847, 0.6843587779144346, -0.320885023497631, 2.0179426339263755, 462.3472781912256, 462.3472781912256, 2154538.316371111, 2154538.316371111, 1.8056757227657383E-5, 156.7756182854605, 1.215325803906821E-5, 1.8999143086858883E-4, -1.994296962918078E-4, 42.48569112361436, 2.6017883778675515, -0.009369735640766328, -49.9999, 150.0022, 10500
4.026451148068025, -0.038447966788798894, 19.94366423435468, 3.730004936569674, -0.011124590031901445, 1.1727140565028398E-6, 0.0, 0.5035976503813673, 0.10415847059075238, -0.015150859365877664, 0.669400851698338, 0.5336683370597549, 1.175943720803248, 467.40593644439593, 467.40593644439593, 2178111.663830885, 2178111.663830885, 1.8017534330397406E-5, 156.7732418748435, 1.2255866426127225E-5, 1.910592805089618E-4, -1.993771843825881E-4, 42.485282060097255, 2.6013022914106543, -0.009369769338433157, -49.9999, 150.0023, 10500
4.248040824473546, -0.040566802069063865, 20.164655493052912, 3.730822195432739, -0.011736135142501065, 1.1761227121605854E-6, 0.0, 0.5042878245368989, 0.10426583820270813, -0.015092318823223094, 0.6741981788774004, 0.325958421424287, 1.3967242771418986, 472.6887013359631, 472.6887013359631, 2202729.348225588, 2202729.348225588, 1.7977463124165754E-5, 156.77073599584307, 1.2363049872662291E-5, 1.9217156399993826E-4, -1.9932178223290253E-4, 42.484850488340655, 2.6007894642509353, -0.009369804933122708, -49.9999, 150.0025, 10500
