angle, time_diff, t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, CCS, CCS_esti, V_inter, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
90.0, 900.0, 1.0, -0.009976321631173079, 0.061339204406533815, 20.0, 0.014110167174222575, 16.634052069807403, 3.6518596798415026, 3.61987368932746E-4, 1.257924673933552E-6, 6.399237974105252E14, 0.5202399513421857, 0.10683941886948096, -0.013627096549106404, 0.6730463087184888, -0.08533059789491618, 2.100897951385556, 381.93614938522006, 381.93614938522006, 159667.76130396858, 3.0643109592639954E-5, 146.63389800114257, 1.5117576553282323E-5, 2.1967947760289562E-4, 2.7172212319406546E-5, 40.769411696220516, 0.6018956595417051, -0.009823432413654356, -49.9868, 150.5256, 10491
90.0, 900.0, 1.0564406686968904, -0.01054382110071322, 0.061339204406533815, 20.0, 0.014110167174222575, 16.7017758040902, 3.6520777505132007, 3.826430149444416E-4, 1.290812455635036E-6, 5.92246745901003E14, 0.5263395010863646, 0.10786878402353116, -0.013007548232655652, 0.6558950876431997, 0.6053824961286505, 1.4972062033275535, 383.5140268002734, 383.5140268002734, 160329.05828484698, 3.0517035291435684E-5, 146.6332628883985, 1.633456891867679E-5, 2.3131643225835074E-4, 2.7186562588464594E-5, 40.76930588949302, 0.6017746661140908, -0.009823480611895336, -49.9868, 150.5256, 10491
90.0, 900.0, 1.1160668864767327, -0.01114335169723463, 0.061339204406533815, 20.0, 0.014110167174222575, 16.773024882905762, 3.6523081150958827, 4.0449060337448733E-4, 1.290726691682692E-6, 5.923709645185422E14, 0.5263238174473405, 0.10786610583388567, -0.013009185109674262, 0.6567240784660897, 0.5815566132985014, 1.5208397316931337, 385.1743396826465, 385.1743396826465, 161024.92620934275, 3.0385490114080537E-5, 146.63261497668879, 1.633131509092649E-5, 2.3128569510156378E-4, 2.7201722804512823E-5, 40.769194111226575, 0.6016468443024259, -0.009823529432281715, -49.9868, 150.5257, 10491
90.0, 900.0, 1.1790584478599357, -0.011776721414370613, 0.061339204406533815, 20.0, 0.014110167174222575, 16.847968013364266, 3.652551465827498, 4.276004453766539E-4, 1.2906364931213664E-6, 5.925016818452801E14, 0.5263073216137668, 0.10786328912501748, -0.013010906507393658, 0.6640191924635787, 0.3087110331872196, 1.79348280217819, 386.9210674791342, 386.9210674791342, 161757.03644240953, 3.0248316967790105E-5, 146.63193049660478, 1.6327893491777545E-5, 2.31253370817637E-4, 2.721773868360434E-5, 40.76907602441415, 0.6015118087738478, -0.00982358101061543, -49.9868, 150.5257, 10491
90.0, 900.0, 1.2456052950898682, -0.012445840306277867, 0.061339204406533815, 20.0, 0.014110167174222575, 16.926780558338745, 3.6528085338267138, 4.520471738975659E-4, 1.290541642772134E-6, 5.926392125019255E14, 0.5262899736750346, 0.10786032710907388, -0.013012716552330106, 0.670263864950435, -0.01824205934611482, 2.1202227100244286, 388.75835071430936, 388.75835071430936, 162527.12829692638, 3.0105362043622137E-5, 146.63118556887346, 1.6324292931686494E-5, 2.3121936851874063E-4, 2.7234658520947354E-5, 40.76895127303137, 0.6013691524547613, -0.009823635502420913, -49.9868, 150.5257, 10491
90.0, 900.0, 1.3159080908771277, -0.01315272625005521, 0.061339204406533815, 20.0, 0.014110167174222575, 17.009644673050854, 3.6530800912654535, 4.7791002877862896E-4, 1.290441915347425E-6, 5.927838839305495E14, 0.5262717322145615, 0.10785721274429516, -0.013014619523561866, 0.6744380725126063, -0.3120367548033141, 2.41379300378566, 390.69049482299295, 390.69049482299295, 163337.01068772323, 2.9956477188005865E-5, 146.63042164390444, 1.6320510996366023E-5, 2.3118363465250182E-4, 2.7252533336729638E-5, 40.768819480963415, 0.6012184453043332, -0.009823693072049465, -49.9868, 150.5258, 10491
90.0, 900.0, 1.390178823469881, -0.013899511037311792, 0.061339204406533815, 20.0, 0.014110167174222575, 17.096749434005673, 3.653366953661524, 5.052731628292381E-4, 1.290337098897367E-6, 5.929360367072766E14, 0.5262525582308423, 0.10785393940470549, -0.013016619443327285, 0.6743966878685437, -0.30851062232293847, 2.4100307365720517, 392.7219738681025, 392.7219738681025, 164188.5637422939, 2.9801517301597806E-5, 146.62959278765481, 1.631653368944033E-5, 2.3114606689163264E-4, 2.7271417034031003E-5, 40.7686802508719, 0.6010592330196722, -0.009823753894261766, -49.9868, 150.5258, 10491
90.0, 900.0, 1.4686414458747774, -0.014688446801714324, 0.061339204406533815, 20.0, 0.014110167174222575, 17.188290959476568, 3.6536699822978274, 5.342259703073509E-4, 1.2902269444802978E-6, 5.930960248463524E14, 0.5262324059288214, 0.10785049930830554, -0.013018721037141842, 0.6732918153324033, -0.2235296367289369, 2.3248012794054165, 394.8574341308485, 394.8574341308485, 165083.7403631622, 2.9640345317823E-5, 146.6287401970084, 1.631235771641416E-5, 2.31106603291835E-4, 2.7291366552168687E-5, 40.7685331629973, 0.600891035667273, -0.009823818152234823, -49.9868, 150.5259, 10491
90.0, 900.0, 1.5515325511559177, -0.015521912819410894, 0.061339204406533815, 20.0, 0.014110167174222575, 17.284472520774006, 3.65399008677497, 5.648634404086673E-4, 1.2901112236358832E-6, 5.932642160944968E14, 0.526211233230824, 0.10784688531183917, -0.013020928636953782, 0.6701932855631237, -0.012336650352809954, 2.1133469220974552, 397.1016975614457, 397.1016975614457, 166024.56773739672, 2.9472829181874517E-5, 146.62781767105972, 1.6307968479187524E-5, 2.3106513571829272E-4, 2.7312442054240982E-5, 40.76837777389401, 0.6007133462376459, -0.009823886041006443, -49.9868, 150.5259, 10491
90.0, 900.0, 1.6391020858481498, -0.016402422683430916, 0.061339204406533815, 20.0, 0.014110167174222575, 17.385504643578884, 3.654328227704444, 5.972865367359732E-4, 1.289989670434276E-6, 5.934409922145295E14, 0.5261889911718455, 0.10784308910091947, -0.01302324728649576, 0.6716422883325582, -0.10586302720634756, 2.206598376240889, 399.4597650800516, 399.4597650800516, 167013.14878945824, 2.9298846900677133E-5, 146.62686612374296, 1.6303362059794177E-5, 2.3102159624144953E-4, 2.733470708940422E-5, 40.76821361509422, 0.6005256291184944, -0.009823957765183989, -49.9868, 150.5259, 10491
