t, z, eps, Dh, Dv, sigmah, sigmav, sigmas, rice, Nice, g_t, Qabs_t, Qsca_t, g_s, Qabs_s, Qsca_s, state_indicator, c0_esp, CCS, CCS_rest, V, V_rest, IWC, RHice, Re, v_sed, windshear_s, wind_u, wind_v, wind_w, lat, lon, altitude
0.0, 0.0, 0.059969630559340174, 20.0, 0.013758373581152459, 15.384787559509277, 3.715123414993286, -0.0, 1.0983101256861193E-6, 5.652E16, 0.4879874193286641, 0.10182262037083012, -0.016373521080003145, 0.6958045891014579, -0.9243448259121202, 2.3771515305300577, 100.0, 1.0, 359.12415528324806, 359.12415528324806, 1.5061667072579423E7, 1.5061667072579423E7, 1.9096862323803907E-5, 156.81892342117976, 1.0067961672003595E-5, 1.6758473732124272E-4, -2.0038382278394912E-4, 42.49312479348762, 2.6106227023823316, -0.00936913048536338, -50.0, 150.0, 10500
1.0, -0.00953689152106428, 0.059969630559340174, 20.0, 0.013758373581152459, 16.63405208614015, 3.7188249133017384, -0.0027650290296025015, 1.0983101256861193E-6, 5.652E16, 0.4879874193286641, 0.10182262037083012, -0.016373521080003145, 0.6958045891014579, -0.9243448259121202, 2.3771515305300577, 100.0, 1.0, 388.67235942262147, 388.67235942262147, 1.6300918754184745E7, 1.6300918754184745E7, 1.874290152605058E-5, 156.80757133234775, 1.0067967160341394E-5, 1.675846763439645E-4, -2.0013382820691726E-4, 42.49117683371376, 2.6083075022804656, -0.009369306783743038, -49.9999, 150.0005, 10500
1.0550334943246098, -0.010062118093171495, 0.059969630559340174, 20.0, 0.013758373581152459, 16.70009067759542, 3.7190285127358824, -0.0029171575577678853, 1.1206317840772179E-6, 5.652E16, 0.4927828599309504, 0.10252094800244099, -0.016018169458331052, 0.6911065417359799, -0.41718247001028846, 1.9381527804553214, 100.0, 1.0, 390.23678511124285, 390.23678511124285, 1.6366530767565526E7, 1.6366530767565526E7, 1.8725654768627963E-5, 156.80695466156476, 1.0694381601315752E-5, 1.744657581377595E-4, -2.0012006982758938E-4, 42.49106963539066, 2.6081801005618894, -0.009369296246310206, -49.9999, 150.0006, 10500
1.1130956741467966, -0.010616271183390457, 0.059969630559340174, 20.0, 0.013758373581152459, 16.76948168257911, 3.7192433048759166, -0.0030776536240280984, 1.121789012184078E-6, 5.652E16, 0.4930287858115974, 0.1025572292668825, -0.015999470765686155, 0.692838167372674, -0.7503759036647467, 2.275152734269999, 100.0, 1.0, 391.880900376596, 391.880900376596, 1.6435484961794436E7, 1.6435484961794436E7, 1.8707677193993084E-5, 156.80630405525113, 1.0727547770486267E-5, 1.748262707108773E-4, -2.0010555425446736E-4, 42.49095653784144, 2.6080456881989313, -0.009369305415630148, -49.9999, 150.0006, 10500
1.1743532186127021, -0.01120094503162547, 0.059969630559340174, 20.0, 0.013758373581152459, 16.84238159401472, 3.7194699043314197, -0.0032469771956535427, 1.1230026063476581E-6, 5.652E16, 0.49328640905880844, 0.10259528479845201, -0.015979832506471003, 0.6837287630374275, 0.26641723564887787, 1.2623772137530929, 100.0, 1.0, 393.60845572910915, 393.60845572910915, 1.6507938633278837E7, 1.6507938633278837E7, 1.8688947891961552E-5, 156.80559432328155, 1.0762400992625873E-5, 1.752047326217434E-4, -2.0009023981332056E-4, 42.49083721644188, 2.60790387945222, -0.009369315092814606, -49.9999, 150.0006, 10500
1.2389819798043116, -0.011817821856815666, 0.059969630559340174, 20.0, 0.013758373581152459, 16.918952931320064, 3.7197089593822126, -0.003425613492918561, 1.1242749482877442E-6, 5.652E16, 0.4935561948061022, 0.10263519013792022, -0.01595921201373865, 0.6857263430067788, 0.11488489577662599, 1.4181493670738985, 100.0, 1.0, 395.42334963751506, 395.42334963751506, 1.6584055283797381E7, 1.6584055283797381E7, 1.866944764858209E-5, 156.80487014118765, 1.0799024472474189E-5, 1.756019652025687E-4, -2.0007408253777762E-4, 42.49071132870597, 2.607754267362919, -0.009369325305819968, -49.9999, 150.0007, 10500
1.307167487558166, -0.012468676726011395, 0.059969630559340174, 20.0, 0.013758373581152459, 16.99936436159475, 3.7199611538140154, -0.003614074372189023, 1.1256085136911805E-6, 5.652E16, 0.493838623890224, 0.10267702383208566, -0.01593756467047326, 0.6896701147023989, -0.3080599854670023, 1.8455679027399543, 100.0, 1.0, 397.3296319478787, 397.3296319478787, 1.6664004763894033E7, 1.6664004763894033E7, 1.8649155980307362E-5, 156.80408278506897, 1.083749730653771E-5, 1.760187846839403E-4, -2.000570360389198E-4, 42.49057851330333, 2.607596422585929, -0.009369336085283583, -49.9999, 150.0007, 10500
1.379105482066013, -0.013155382687684819, 0.059969630559340174, 20.0, 0.013758373581152459, 17.08379081425648, 3.720227208853182, -0.0038128997837496006, 1.1270058095464836E-6, 5.652E16, 0.4941341792272364, 0.10272086546799304, -0.015914844891717767, 0.6820013406447798, 0.3283076154624286, 1.2139197857412163, 100.0, 1.0, 399.331507199763, 399.331507199763, 1.674796341195806E7, 1.674796341195806E7, 1.8628054794304566E-5, 156.80327670727348, 1.0877908776299021E-5, 1.764560645603599E-4, -2.0003905137817857E-4, 42.49043838902275, 2.607429892159155, -0.009369347462093704, -49.9999, 150.0008, 10500
1.4550024757863311, -0.01387991619743268, 0.059969630559340174, 20.0, 0.013758373581152459, 17.172413588451477, 3.720507885205744, -0.004022659309400596, 1.1284694439939227E-6, 5.652E16, 0.494443360244748, 0.10276679786310004, -0.015891004954879037, 0.6915465788164245, -0.6345583034715598, 2.181763581253451, 100.0, 1.0, 401.43333782803364, 401.43333782803364, 1.6836114188507732E7, 1.6836114188507732E7, 1.860612535603042E-5, 156.80242627165484, 1.0920346446228956E-5, 1.7691468664949984E-4, -2.000200769199359E-4, 42.49029055367838, 2.607254198205011, -0.009369359470371543, -49.9999, 150.0008, 10500
1.5350763462798114, -0.014644362838447526, 0.059969630559340174, 20.0, 0.013758373581152459, 17.26542045259018, 3.720803985206261, -0.00424395378339984, 1.1300020612890652E-6, 5.652E16, 0.494766668741721, 0.10281490502285466, -0.015865996019200496, 0.6821889292413397, 0.2970949796959898, 1.2553594800366348, 100.0, 1.0, 403.6396472397529, 403.6396472397529, 1.6928646805235237E7, 1.6928646805235237E7, 1.8583349909748032E-5, 156.80150571528333, 1.0964900384645794E-5, 1.7739555182096634E-4, -2.0000005818821955E-4, 42.49013458295593, 2.6070688365604635, -0.009369372145052504, -49.9999, 150.0009, 10500
